iter	Passed	Remaining
951	2033	102
952	2034	100
953	2036	98
954	2038	96
955	2040	93
956	2042	91
957	2043	89
958	2045	87
959	2047	85
960	2049	83
961	2050	81
962	2053	78
963	2056	76
964	2057	74
965	2059	72
966	2061	70
967	2063	68
968	2064	66
969	2067	63
970	2069	61
971	2071	59
972	2072	57
973	2074	55
974	2076	53
975	2077	51
976	2079	48
977	2081	46
978	2084	44
979	2086	42
980	2087	40
981	2089	38
982	2091	36
983	2093	34
984	2095	31
985	2097	29
986	2099	27
987	2101	25
988	2103	23
989	2105	21
990	2107	19
991	2108	17
992	2111	14
993	2113	12
994	2115	10
995	2116	8
996	2118	6
997	2119	4
998	2122	2
999	2124	0
